id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1424807695819808768,1424807695819808768,2021-08-09 22:00:00 Türkiye Standart Saati,2021-08-09,22:00:00,+0300,1022121524,diyanettv,Diyanet TV,,TDV'nin Yangın Bölgelerindeki Yardımları  https://t.co/Wk2EeO8O13,tr,[],[],[],0,11,30,[],[],https://twitter.com/DiyanetTV/status/1424807695819808768,False,,1,https://pbs.twimg.com/amplify_video_thumb/1424782740361199623/img/f9Bt_p0xz5JWZlfh.jpg,,,,,,,[],,,,
1424796368007311369,1424796368007311369,2021-08-09 21:15:00 Türkiye Standart Saati,2021-08-09,21:15:00,+0300,1022121524,diyanettv,Diyanet TV,,Bugün Hicri Yeni Yıl  https://t.co/FfUqeSiIew,tr,[],[],[],0,1,19,[],[],https://twitter.com/DiyanetTV/status/1424796368007311369,False,,1,https://pbs.twimg.com/amplify_video_thumb/1424781208530165763/img/kAnWDTwxZBqkL_TB.jpg,,,,,,,[],,,,
1424785045584113666,1424785045584113666,2021-08-09 20:30:00 Türkiye Standart Saati,2021-08-09,20:30:00,+0300,1022121524,diyanettv,Diyanet TV,,Bugün Hicri Yeni Yıl  https://t.co/V4zmdiBbV1,tr,[],[],[],1,8,62,[],[],https://twitter.com/DiyanetTV/status/1424785045584113666,False,,1,https://pbs.twimg.com/amplify_video_thumb/1424779979066429440/img/pPrfl8speP6fRuml.jpg,,,,,,,[],,,,
1424732316233043970,1424732316233043970,2021-08-09 17:00:29 Türkiye Standart Saati,2021-08-09,17:00:29,+0300,1022121524,diyanettv,Diyanet TV,,"Hem bilgilendiren hem eğlendiren hem gezdiren yarışma programı Bil Bakalım içten ve samimi içeriğiyle Diyanet TV’de…  Mehmet Zeyd Yıldız’ın sunumuyla #BilBakalım pazartesi, çarşamba ve cuma günü saat 19.00’da #DiyanetTV’de. 📺  https://t.co/qraYnUPibN",tr,[],[],[],0,0,13,"['bilbakalım', 'diyanettv']",[],https://twitter.com/DiyanetTV/status/1424732316233043970,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1424732234737725443/pu/img/Ro0IywTNH1_VSzTf.jpg,,,,,,,[],,,,
1424702268692127748,1424702268692127748,2021-08-09 15:01:05 Türkiye Standart Saati,2021-08-09,15:01:05,+0300,1022121524,diyanettv,Diyanet TV,,#BirHadis  “Bir baba çocuğuna güzel ahlâktan daha değerli bir miras bırakmış olamaz.”  | Hz. Muhammed (s.a.s.)  https://t.co/e7dIfxqR7R,tr,[],[],['https://pbs.twimg.com/media/E8WPKZpXoAIgrho.jpg'],0,26,160,['birhadis'],[],https://twitter.com/DiyanetTV/status/1424702268692127748,False,,1,https://pbs.twimg.com/media/E8WPKZpXoAIgrho.jpg,,,,,,,[],,,,
1424686896618172417,1424686896618172417,2021-08-09 14:00:00 Türkiye Standart Saati,2021-08-09,14:00:00,+0300,1022121524,diyanettv,Diyanet TV,,"Kelimeler benzersizdir. Kelimeler bizim tadımız, tuzumuz, manevi zenginliğimizdir. Onlar atalarımızdan bize mirastır. Onlar; “Manidar Kelimeler”dir. 📖  ▶️Manidar Kelimeler 13.Bölüm | Kefen  https://t.co/1H74Li9bm9",tr,[],[],[],0,7,35,[],[],https://twitter.com/DiyanetTV/status/1424686896618172417,False,,1,https://pbs.twimg.com/media/E7YImOQXIAEGG87.jpg,,,,,,,[],,,,
1424638510317903873,1424638510317903873,2021-08-09 10:47:44 Türkiye Standart Saati,2021-08-09,10:47:44,+0300,1022121524,diyanettv,Diyanet TV,,Hicri 1443 yılının ve Muharrem ayının tüm İslam âlemi ve insanlığa güzellikler getirmesini Cenâb-ı Hakk'tan niyaz ederiz.  Tüm İslam Aleminin #HicriYılbaşı Mübarek Olsun.  #1Muharrem1443  https://t.co/xPPEj3QeTL,tr,[],[],['https://pbs.twimg.com/media/E8VVLFMXMAM1gTI.jpg'],0,29,149,"['hicriyılbaşı', '1muharrem1443']",[],https://twitter.com/DiyanetTV/status/1424638510317903873,False,,1,https://pbs.twimg.com/media/E8VVLFMXMAM1gTI.jpg,,,,,,,[],,,,
1424629719241273344,1424629719241273344,2021-08-09 10:12:48 Türkiye Standart Saati,2021-08-09,10:12:48,+0300,1022121524,diyanettv,Diyanet TV,,"Muharrem ayının ümmetin yeniden dirilişine, birlik ve kardeşliğimizin güçlenmesine vesile olmasını Yüce Allah'tan niyaz ederiz.  Tüm İslam Aleminin #HicriYılbaşı Mübarek Olsun.  #1Muharrem1443  https://t.co/UN0YNRUCih",tr,[],[],[],0,20,94,"['hicriyılbaşı', '1muharrem1443']",[],https://twitter.com/DiyanetTV/status/1424629719241273344,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1424629691760193537/pu/img/yIu-wbYx8tTJP7Lk.jpg,,,,,,,[],,,,
1424626520627236868,1424626520627236868,2021-08-09 10:00:05 Türkiye Standart Saati,2021-08-09,10:00:05,+0300,1022121524,diyanettv,Diyanet TV,,"▪️ İbadetler, inanç esasları, emir ve yasaklar…  ▪️ Sosyal ve gündelik hayatın içerisindeki dini ve fıkhi konuları en baştan ele alan “İlmihal” her pazartesi 14.00'te #DiyanetTV'de. 📺  https://t.co/eeHhfsrlSp",tr,[],[],['https://pbs.twimg.com/media/E8VKRNfWYAQ8F4F.jpg'],0,2,20,['diyanettv'],[],https://twitter.com/DiyanetTV/status/1424626520627236868,False,,1,https://pbs.twimg.com/media/E8VKRNfWYAQ8F4F.jpg,,,,,,,[],,,,
1424611414522667010,1424611414522667010,2021-08-09 09:00:03 Türkiye Standart Saati,2021-08-09,09:00:03,+0300,1022121524,diyanettv,Diyanet TV,,"📌 Hicret, İslam tarihinde nasıl bir milattır?   💠 Konuğumuz Ankara Müftüsü Dr. Yusuf Doğan  #GününBereketi hafta içi her gün saat 10.30'da #DiyanetTV'de 📺  https://t.co/IjzYaZdVke",tr,[],[],['https://pbs.twimg.com/media/E8U8h76X0AQKXjI.jpg'],0,0,21,"['gününbereketi', 'diyanettv']",[],https://twitter.com/DiyanetTV/status/1424611414522667010,False,,1,https://pbs.twimg.com/media/E8U8h76X0AQKXjI.jpg,,,,,,,[],,,,
1424566107139018761,1424566107139018761,2021-08-09 06:00:01 Türkiye Standart Saati,2021-08-09,06:00:01,+0300,1022121524,diyanettv,Diyanet TV,,"📍 Bir #Ayet, Bir #Hadis, Bir #Dua  (İşaret Dili)  #HayırlıSabahlar #DiyanetTV  https://t.co/E4zyk8fBai",tr,[],[],[],0,17,42,"['ayet', 'hadis', 'dua', 'hayırlısabahlar', 'diyanettv']",[],https://twitter.com/DiyanetTV/status/1424566107139018761,False,,1,https://pbs.twimg.com/media/E7StR0-WQBk2V0U.jpg,,,,,,,[],,,,
1424464379190390784,1424464379190390784,2021-08-08 23:15:47 Türkiye Standart Saati,2021-08-08,23:15:47,+0300,1022121524,diyanettv,Diyanet TV,,"Muharrem ayının ümmetin yeniden dirilişine, birlik ve kardeşliğimizin güçlenmesine vesile olmasını Yüce Allah'tan niyaz ederiz.  Tüm İslam Aleminin #HicriYılbaşı Mübarek Olsun.  #1Muharrem1443  https://t.co/QQhnrs2zAx",tr,[],[],['https://pbs.twimg.com/media/E8S2zLhX0AYIvpP.jpg'],4,138,558,"['hicriyılbaşı', '1muharrem1443']",[],https://twitter.com/DiyanetTV/status/1424464379190390784,False,,1,https://pbs.twimg.com/media/E8S2zLhX0AYIvpP.jpg,,,,,,,[],,,,
1424432733082820608,1424432733082820608,2021-08-08 21:10:02 Türkiye Standart Saati,2021-08-08,21:10:02,+0300,1022121524,diyanettv,Diyanet TV,,"Rahmân ve Rahîm olan Allah´ın adıyla... İnsanı biz yarattık ve elbette içinden geçenleri biliriz; sağında solunda oturmuş iki alıcı (yaptığını) alıp kaydederken biz ona şah damarından daha yakınız.   Kâf Sûresi, 16-17 #KuranıKerim  https://t.co/AE35ZK0R7Z",tr,[],[],['https://pbs.twimg.com/media/E8SaBVKXoAIb6AJ.jpg'],1,24,156,['kuranıkerim'],[],https://twitter.com/DiyanetTV/status/1424432733082820608,False,,1,https://pbs.twimg.com/media/E8SaBVKXoAIb6AJ.jpg,,,,,,,[],,,,
